"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","id","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","urls/2/display_url","urls/2/expanded_url","urls/2/url","urls/3/display_url","urls/3/expanded_url","urls/3/url","urls/4/display_url","urls/4/expanded_url","urls/4/url","urls/5/display_url","urls/5/expanded_url","urls/5/url","user/created_at","user/default_profile_image","user/description","user/fast_followers_count","user/favourites_count","user/followers_count","user/friends_count","user/has_custom_timelines","user/id_str","user/is_translator","user/listed_count","user/location","user/media_count","user/name","user/normal_followers_count","user/possibly_sensitive","user/profile_banner_url","user/profile_image_url_https","user/protected","user/screen_name","user/statuses_count","user/translator_type","user/url","user/verified"
"1546504270819627010","2022-07-11T14:38:45.000Z","54","Police busted the illegal drug activities of a female drug suspect inside Balintawak Market.
Reas more: https://t.co/MWKCAnFG48

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna

https://t.co/txtYyrzpsG https://t.co/XRG91Rb9Rw","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1546504270819627010","1","32","https://twitter.com/pnppio/status/1546504270819627010","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid02fqmEWp2VHb6SsUWzfvM8rmVfLVLpsPR4eL9UbQQV14j3ah9u9Ta5G6fJQ9bjTZMXl&id=100064842182421","https://t.co/MWKCAnFG48","pnp.gov.ph","http://pnp.gov.ph","https://t.co/txtYyrzpsG",,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1546489327806386176","2022-07-11T13:39:22.000Z","48","A municipal-level most wanted person in Bohol was finally arrested.

Read more: https://t.co/PebjnlVRJL

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna

https://t.co/txtYyrzpsG
https://t.co/Et8tu4J5hM https://t.co/9zyZLWmTPS","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1546489327806386176","0","31","https://twitter.com/pnppio/status/1546489327806386176","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid0LChjLD3HpkGip2wgiAVAqksNGWPWB6ZMnVEsSKkEzMvmUi3FEkxyBBgNuegcSgYhl&id=100064842182421","https://t.co/PebjnlVRJL","pnp.gov.ph","http://pnp.gov.ph","https://t.co/txtYyrzpsG","youtube.com/pnppio","http://youtube.com/pnppio","https://t.co/Et8tu4J5hM",,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1546486089963094019","2022-07-11T13:26:30.000Z","50","A lawful search ordered by the Court was implemented by operatives in a private residence in General Santos City.

Read more: https://t.co/BDq2KhcrLU

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna https://t.co/fJASghKHJu","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1546486089963094019","0","35","https://twitter.com/pnppio/status/1546486089963094019","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid0fy5fCNrT5Qe7qo3KyAjrzk8XEtEsNQiv4AzdJQwfxfS2w6Rke38t7dnZAftR3JEol&id=100064842182421","https://t.co/BDq2KhcrLU",,,,,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1546455624573018112","2022-07-11T11:25:27.000Z","57","The PNP led by OIC, PNP PLtGen Danao Jr. welcomes the new Secretary of the DILG, Atty Benjamin C. Abalos Jr.

Read more: https://t.co/78PmyOPRFp

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna https://t.co/xCgc9cpWTf","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1546455624573018112","0","37","https://twitter.com/pnppio/status/1546455624573018112","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid023h9XRzdCSq7eqeobbAnPYz2ouqG3PqjiTn91JZhvsEz693ZXZSAgqJ9LKP2uVBUQl&id=100064842182421","https://t.co/78PmyOPRFp",,,,,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1546449278213578757","2022-07-11T11:00:14.000Z","66","The PNP under the leadership of its OIC, PLtGen Danao Jr expresses commitment to the new administration in achieving national aspirations of unity, stability, justice, nationalism and development towards a better Philippines.

#WeServeAndProtect
#PNPKakampiMo https://t.co/KWsWsI0feO","WeServeAndProtect","PNPKakampiMo",,,,,"1546449278213578757","0","46","https://twitter.com/pnppio/status/1546449278213578757",,,,,,,,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1546413842044821504","2022-07-11T08:39:25.000Z","62","A member of a CTG with a string of criminal cases was arrested.
Read more: https://t.co/7nGppUeeVV

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna

https://t.co/txtYyrzpsG
https://t.co/Et8tu4J5hM https://t.co/ZHlV4VQvww","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1546413842044821504","1","36","https://twitter.com/pnppio/status/1546413842044821504","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid04JrqeFgZcgRCJ9E5yyLpQNUUCWxBvme7zgtugt7i26tSQWs4pbDYZ8qkTVK1btVbl&id=100064842182421","https://t.co/7nGppUeeVV","pnp.gov.ph","http://pnp.gov.ph","https://t.co/txtYyrzpsG","youtube.com/pnppio","http://youtube.com/pnppio","https://t.co/Et8tu4J5hM",,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1546066556076957697","2022-07-10T09:39:26.000Z","88","Almost P2-million worth of illegal drugs were seized in two separate buy-bust operations in Cebu City over the weekend.

Read more: https://t.co/30WXs2JogP

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna https://t.co/0hWd3gsco8","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1546066556076957697","0","52","https://twitter.com/pnppio/status/1546066556076957697","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid038L2BZGbxynfV5KPBfnGpNCF9McSqCjfoyLDL7KjeEAS2w2eWX3mFsHMECKRMBy2Tl&id=100064842182421","https://t.co/30WXs2JogP",,,,,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1546057407343648769","2022-07-10T09:03:04.000Z","71","Police authorities in Central Visayas scored another successful anti-illegal drugs operation with the arrest of a notorious drug trafficker in Lapu-Lapu City.
Read more: https://t.co/OIhb1ne6Af

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit https://t.co/G46YXl7n7H","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit",,,,"1546057407343648769","0","42","https://twitter.com/pnppio/status/1546057407343648769","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid02dksEszFmuB8CuaLCF2KGagCJAiAjhWJiVbpdGihiQ5o4XBxY2J9iQgCvtNuBtv4Gl&id=100064842182421","https://t.co/OIhb1ne6Af",,,,,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1545732994811408384","2022-07-09T11:33:58.000Z","45","Tagbilaran City Police Station launched a police operation in Barangay Dao and arrested two key drug players.

Read more: https://t.co/oa6td6K8DL

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna https://t.co/47bw4y9GVe","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1545732994811408384","0","32","https://twitter.com/pnppio/status/1545732994811408384","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid028F7BN8uAoFSBu5ds3wkRu6RoVGE496FC4n2if18aX4KN4JpiuA3cgj8dEvkVnrmBl&id=100064842182421","https://t.co/oa6td6K8DL",,,,,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
"1545722995653558277","2022-07-09T10:54:14.000Z","64","Three drug suspects were apprehended in a drug buy-bust operation in Brgy Carmen, Cagayan de Oro City.

Read more: https://t.co/tRAYDVhxeZ

#WeServeAndProtect
#PNPKakampiMo
#SerbisyongTAMATapatMayTapangAtMalasakit
#LabanSaKomunistangTerorista
#PilipinasMuna https://t.co/odl72dvG8v","WeServeAndProtect","PNPKakampiMo","SerbisyongTAMATapatMayTapangAtMalasakit","LabanSaKomunistangTerorista","PilipinasMuna",,"1545722995653558277","0","50","https://twitter.com/pnppio/status/1545722995653558277","m.facebook.com/story.php?stor…","https://m.facebook.com/story.php?story_fbid=pfbid02HoTXv7aH3M9tUj2jsz5EbBnYXChkiz1qvAFNUUnwMMY4yXaUvKGXqAeTcHpM9xCSl&id=100064842182421","https://t.co/tRAYDVhxeZ",,,,,,,,,,,,,,,,"2011-01-22T04:31:46.000Z","false","The Official Twitter Account of the Philippine National Police   TO SERVE AND PROTECT","0","1616","193984","1493","false","241394761","false","532","Quezon City, Philippines","3447","Philippine National Police","193984","false","https://pbs.twimg.com/profile_banners/241394761/1496902923","https://pbs.twimg.com/profile_images/459131774728028160/AuN9cSgb_normal.jpeg","false","pnppio","9605","none","http://t.co/kbqLqE6G60","true"
